Voltage, ChA, Run #2
Time ( s )	Voltage ( V )
43.9000	0.014
44.0000	0.013
44.1000	0.010
44.2000	0.011
44.3000	0.014
44.4000	0.010
44.5000	0.010
44.6000	0.021
44.7000	0.015
44.8000	0.006
44.9000	0.012
45.0000	0.007
45.1000	0.008
45.2000	0.006
45.3000	0.011
45.4000	0.005
45.5000	0.006
45.6000	0.005
45.7000	0.005
45.8000	0.003
45.9000	0.002
46.0000	-0.001
46.1000	0.002
46.2000	0.001
46.3000	0.000
46.4000	-0.002
46.5000	-0.002
46.6000	0.001
46.7000	-0.007
46.8000	-0.004
46.9000	-0.007
47.0000	-0.009
47.1000	-0.006
47.2000	-0.012
47.3000	-0.012
47.4000	-0.009
47.5000	-0.011
47.6000	-0.008
47.7000	-0.009
47.8000	-0.012
47.9000	-0.015
48.0000	-0.006
48.1000	-0.019
48.2000	-0.016
48.3000	-0.017
48.4000	-0.013
48.5000	-0.015
48.6000	-0.016
48.7000	-0.017
48.8000	-0.012
48.9000	-0.016
49.0000	-0.018
49.1000	-0.017
49.2000	-0.021
49.3000	-0.016
49.4000	-0.018
49.5000	-0.020
49.6000	-0.011
49.7000	-0.018
49.8000	-0.013
49.9000	-0.018
50.0000	-0.016
50.1000	-0.018
50.2000	-0.013
50.3000	-0.019
50.4000	-0.014
50.5000	-0.009
50.6000	-0.011
50.7000	-0.016
50.8000	-0.015
50.9000	-0.012
51.0000	-0.007
51.1000	-0.014
51.2000	-0.008
51.3000	-0.008
51.4000	-0.009
51.5000	-0.009
51.6000	-0.007
51.7000	-0.011
51.8000	-0.005
51.9000	-0.005
52.0000	-0.004
52.1000	-0.002
52.2000	-0.008
52.3000	-0.009
52.4000	0.001
52.5000	0.000
52.6000	0.002
52.7000	0.001
52.8000	0.006
52.9000	0.008
53.0000	-0.002
53.1000	-0.007
53.2000	-0.003
53.3000	-0.001
53.4000	-0.006
53.5000	0.005
53.6000	0.009
53.7000	0.011
53.8000	0.002
53.9000	0.004
54.0000	0.010
54.1000	0.009
54.2000	0.001
54.3000	0.013
54.4000	0.017
54.5000	0.011
54.6000	0.002
54.7000	0.006
54.8000	0.009
54.9000	0.011
55.0000	0.007
55.1000	0.021
55.2000	0.025
55.3000	0.017
55.4000	0.012
55.5000	0.012
55.6000	0.011
55.7000	0.005
55.8000	0.009
55.9000	0.012
56.0000	0.021
56.1000	0.017
56.2000	0.015
56.3000	0.019
56.4000	0.007
56.5000	0.005
56.6000	0.009
56.7000	0.007
56.8000	0.014
56.9000	0.016
57.0000	0.008
57.1000	0.010
57.2000	0.003
57.3000	0.006
57.4000	0.002
57.5000	0.002
57.6000	0.004
57.7000	0.007
57.8000	0.006
57.9000	0.002
58.0000	0.002
58.1000	-0.002
58.2000	-0.002
58.3000	0.003
58.4000	-0.005
58.5000	-0.001
58.6000	-0.006
58.7000	-0.003
58.8000	-0.008
58.9000	-0.006
59.0000	-0.003
59.1000	-0.003
59.2000	-0.007
59.3000	-0.007
59.4000	-0.003
59.5000	-0.016
59.6000	-0.015
59.7000	-0.008
59.8000	-0.006
59.9000	-0.011
60.0000	-0.006
60.1000	-0.010
60.2000	-0.010
60.3000	-0.022
60.4000	-0.016
60.5000	-0.014
60.6000	-0.015
60.7000	-0.016
60.8000	-0.003
60.9000	-0.016
61.0000	-0.016
61.1000	-0.017
61.2000	-0.020
61.3000	-0.016
61.4000	-0.017
61.5000	-0.007
61.6000	-0.009
61.7000	-0.011
61.8000	-0.015
61.9000	-0.015
62.0000	-0.020
62.1000	-0.015
62.2000	-0.015
62.3000	-0.013
62.4000	-0.010
62.5000	-0.010
62.6000	-0.015
62.7000	-0.010
62.8000	-0.012
62.9000	-0.011
63.0000	-0.009
63.1000	-0.015
63.2000	-0.003
63.3000	-0.007
63.4000	-0.007
63.5000	-0.007
63.6000	-0.006
63.7000	-0.006
63.8000	-0.005
63.9000	-0.004
64.0000	-0.005
64.1000	0.000
64.2000	-0.009
64.3000	0.002
64.4000	0.002
64.5000	0.001
64.6000	-0.001
64.7000	0.006
64.8000	0.000
64.9000	0.005
65.0000	-0.001
65.1000	0.003
65.2000	0.003
65.3000	0.008
65.4000	0.006
65.5000	0.004
65.6000	0.011
65.7000	0.008
65.8000	0.008
65.9000	0.002
66.0000	0.012
66.1000	0.011
66.2000	0.010
66.3000	0.013
66.4000	0.002
66.5000	-0.015
66.6000	-0.007
66.7000	0.030
66.8000	-0.002
66.9000	0.020
67.0000	0.009
67.1000	0.017
67.2000	0.012
67.3000	0.008
67.4000	0.016
67.5000	0.014
67.6000	0.008
67.7000	0.013
67.8000	0.013
67.9000	0.011
68.0000	0.014
68.1000	0.005
68.2000	0.014
68.3000	0.014
68.4000	0.007
68.5000	0.013
68.6000	0.011
68.7000	0.006
68.8000	0.006
68.9000	0.010
69.0000	0.008
69.1000	0.008
69.2000	0.009
69.3000	0.004
69.4000	0.007
69.5000	-0.001
69.6000	0.004
69.7000	0.002
69.8000	0.002
69.9000	0.009
70.0000	0.003
70.1000	-0.003
70.2000	0.001
70.3000	0.002
70.4000	-0.004
70.5000	-0.006
70.6000	-0.001
70.7000	0.003
70.8000	-0.003
70.9000	-0.008
71.0000	-0.008
71.1000	-0.005
71.2000	-0.010
71.3000	-0.004
71.4000	-0.011
71.5000	-0.009
71.6000	-0.003
71.7000	-0.005
71.8000	-0.010
71.9000	-0.013
72.0000	-0.017
72.1000	-0.011
72.2000	-0.011
72.3000	-0.015
72.4000	-0.008
72.5000	-0.012
72.6000	-0.015
72.7000	-0.011
72.8000	-0.011
72.9000	-0.014
73.0000	-0.012
73.1000	-0.011
73.2000	-0.013
73.3000	-0.012
73.4000	-0.022
73.5000	-0.012
73.6000	-0.016
73.7000	-0.013
73.8000	-0.012
73.9000	-0.009
74.0000	-0.007
74.1000	-0.016
74.2000	-0.019
74.3000	-0.014
74.4000	-0.007
74.5000	-0.012
74.6000	-0.008
74.7000	-0.009
74.8000	-0.010
74.9000	-0.009
75.0000	-0.009
75.1000	-0.012
75.2000	-0.009
75.3000	-0.009
75.4000	-0.005
75.5000	-0.003
75.6000	-0.010
75.7000	-0.010
75.8000	-0.007
75.9000	-0.006
76.0000	0.002
76.1000	-0.003
76.2000	0.004
76.3000	0.002
76.4000	-0.003
76.5000	-0.009
76.6000	0.000
76.7000	-0.006
76.8000	0.003
76.9000	0.004
77.0000	0.010
77.1000	0.002
77.2000	0.012
77.3000	0.004
77.4000	-0.004
77.5000	0.001
77.6000	0.007
77.7000	0.015
77.8000	0.002
77.9000	0.009
78.0000	0.005
78.1000	0.013
78.2000	0.003
78.3000	0.004
78.4000	0.004
78.5000	0.020
78.6000	0.010
78.7000	0.012
78.8000	0.014
78.9000	0.006
79.0000	0.012
79.1000	0.002
79.2000	0.010
79.3000	0.015
79.4000	0.015
79.5000	0.008
79.6000	0.011
79.7000	0.010
79.8000	0.005
79.9000	0.008
80.0000	0.009
80.1000	0.016
80.2000	0.009
80.3000	0.010
80.4000	0.011
80.5000	0.012
80.6000	0.000
80.7000	0.004
80.8000	0.010
80.9000	0.011
81.0000	0.012
81.1000	0.005
81.2000	0.010
81.3000	0.008
81.4000	0.006
81.5000	-0.002
81.6000	0.003
81.7000	0.000
81.8000	0.006
81.9000	0.002
82.0000	0.002
82.1000	0.005
82.2000	-0.004
82.3000	0.000
82.4000	0.002
82.5000	0.000
82.6000	-0.008
82.7000	0.001
82.8000	-0.006
82.9000	0.002
83.0000	-0.010
83.1000	-0.005
83.2000	-0.006
83.3000	-0.001
83.4000	-0.012
83.5000	-0.004
83.6000	-0.011
83.7000	-0.015
83.8000	-0.005
83.9000	-0.005
84.0000	-0.013
84.1000	-0.008
84.2000	-0.010
84.3000	-0.008
84.4000	-0.010
84.5000	-0.018
84.6000	-0.013
84.7000	-0.005
84.8000	-0.009
84.9000	-0.013
85.0000	-0.010
85.1000	-0.012
85.2000	-0.008
85.3000	-0.012
85.4000	-0.017
85.5000	-0.012
85.6000	-0.010
85.7000	-0.015
85.8000	-0.009
85.9000	-0.009
86.0000	-0.017
86.1000	-0.012
86.2000	-0.010
86.3000	-0.007
86.4000	-0.015
86.5000	-0.013
86.6000	-0.008
86.7000	-0.007
86.8000	-0.006
86.9000	-0.011
87.0000	-0.009
87.1000	-0.005
87.2000	-0.007
87.3000	-0.012
87.4000	-0.007
87.5000	-0.002
87.6000	-0.007
87.7000	-0.007
87.8000	-0.001
87.9000	-0.006
88.0000	-0.004
88.1000	-0.001
88.2000	-0.005
88.3000	0.001
88.4000	-0.002
88.5000	0.000
88.6000	0.002
88.7000	0.000
88.8000	-0.004
88.9000	0.004
89.0000	0.002
89.1000	0.001
89.2000	0.000
89.3000	0.007
89.4000	0.004
89.5000	0.009
89.6000	-0.001
89.7000	0.003
89.8000	0.006
89.9000	0.008
90.0000	0.010
90.1000	0.006
90.2000	0.006
90.3000	0.013
90.4000	0.011
90.5000	0.002
90.6000	0.006
90.7000	0.012
90.8000	0.011
90.9000	0.011
91.0000	0.006
91.1000	0.011
91.2000	0.012
91.3000	0.009
91.4000	0.007
91.5000	0.009
91.6000	0.009
91.7000	0.018
91.8000	0.008
91.9000	0.008
92.0000	0.007
92.1000	0.010
92.2000	0.007
92.3000	0.008
92.4000	0.014
92.5000	0.009
92.6000	0.010
92.7000	0.004
92.8000	0.007
92.9000	0.001
93.0000	0.004
93.1000	0.010
93.2000	0.009
93.3000	0.006
93.4000	0.007
93.5000	0.003
93.6000	-0.001
93.7000	0.000
93.8000	-0.005
93.9000	0.004
94.0000	0.006
94.1000	0.003
94.2000	0.003
94.3000	-0.002
94.4000	-0.004
94.5000	-0.002
94.6000	-0.008
94.7000	-0.003
94.8000	0.001
94.9000	0.003
95.0000	-0.006
95.1000	-0.009
95.2000	-0.008
95.3000	-0.006
95.4000	-0.011
95.5000	-0.008
95.6000	0.002
95.7000	-0.006
95.8000	-0.006
95.9000	-0.011
96.0000	-0.013
96.1000	-0.014
96.2000	-0.013
96.3000	-0.006
96.4000	-0.002
96.5000	-0.010
96.6000	-0.008
96.7000	-0.010
96.8000	-0.014
96.9000	-0.016
97.0000	-0.014
97.1000	-0.014
97.2000	-0.005
97.3000	-0.004
97.4000	-0.008
97.5000	-0.008
97.6000	-0.015
97.7000	-0.010
97.8000	-0.014
97.9000	-0.015
98.0000	-0.010
98.1000	-0.002
98.2000	-0.011
98.3000	-0.010
98.4000	-0.011
98.5000	-0.007
98.6000	-0.008
98.7000	-0.007
98.8000	-0.008
98.9000	-0.003
99.0000	-0.010
99.1000	-0.009
99.2000	-0.005
99.3000	-0.010
99.4000	-0.006
99.5000	-0.003
99.6000	0.001
99.7000	-0.002
99.8000	0.000
99.9000	-0.007
100.0000	0.001
100.1000	-0.004
100.2000	-0.001
100.3000	-0.001
100.4000	0.002
100.5000	0.003
100.6000	-0.002
100.7000	0.001
100.8000	0.004
100.9000	0.001
101.0000	-0.004
101.1000	0.009
101.2000	0.006
101.3000	0.003
101.4000	0.001
101.5000	0.009
101.6000	0.004
101.7000	0.006
101.8000	0.002
101.9000	0.013
102.0000	0.010
102.1000	0.007
102.2000	0.006
102.3000	0.009
102.4000	0.007
102.5000	0.004
102.6000	0.008
102.7000	0.008
102.8000	0.015
102.9000	0.008
103.0000	0.010
103.1000	0.008
103.2000	0.006
103.3000	0.011
103.4000	0.005
103.5000	0.006
103.6000	0.012
103.7000	0.011
103.8000	0.005
103.9000	0.012
104.0000	0.008
104.1000	0.007
104.2000	0.010
104.3000	0.006
104.4000	0.011
104.5000	0.005
104.6000	0.004
104.7000	0.012
104.8000	0.009
104.9000	0.001
105.0000	0.006
105.1000	0.005
105.2000	0.001
105.3000	0.003
105.4000	0.003
105.5000	0.002
105.6000	0.006
105.7000	0.003
105.8000	0.000
105.9000	0.000
106.0000	0.000
106.1000	0.000
106.2000	-0.001
106.3000	0.000
106.4000	-0.001
106.5000	0.002
106.6000	-0.004
106.7000	-0.001
106.8000	0.000
106.9000	-0.004
107.0000	-0.002
107.1000	-0.005
107.2000	-0.006
