Voltage, ChA, Run #6
Time ( s )	Voltage ( V )
13.4000	0.026
13.5000	0.027
13.6000	0.015
13.7000	0.015
13.8000	0.010
13.9000	0.009
14.0000	0.008
14.1000	-0.014
14.2000	-0.012
14.3000	-0.022
14.4000	-0.022
14.5000	-0.014
14.6000	-0.025
14.7000	-0.036
14.8000	-0.042
14.9000	-0.036
15.0000	-0.051
15.1000	-0.053
15.2000	-0.053
15.3000	-0.044
15.4000	-0.057
15.5000	-0.072
15.6000	-0.080
15.7000	-0.074
15.8000	-0.070
15.9000	-0.087
16.0000	-0.084
16.1000	-0.081
16.2000	-0.068
16.3000	-0.085
16.4000	-0.086
16.5000	-0.090
16.6000	-0.097
16.7000	-0.090
16.8000	-0.091
16.9000	-0.093
17.0000	-0.093
17.1000	-0.085
17.2000	-0.091
17.3000	-0.094
17.4000	-0.089
17.5000	-0.093
17.6000	-0.090
17.7000	-0.084
17.8000	-0.075
17.9000	-0.073
18.0000	-0.083
18.1000	-0.078
18.2000	-0.074
18.3000	-0.070
18.4000	-0.069
18.5000	-0.066
18.6000	-0.063
18.7000	-0.051
18.8000	-0.056
18.9000	-0.057
19.0000	-0.048
19.1000	-0.048
19.2000	-0.044
19.3000	-0.039
19.4000	-0.033
19.5000	-0.034
19.6000	-0.029
19.7000	-0.030
19.8000	-0.026
19.9000	-0.020
20.0000	-0.020
20.1000	-0.008
20.2000	-0.001
20.3000	-0.005
20.4000	-0.004
20.5000	0.000
20.6000	0.006
20.7000	0.008
20.8000	0.008
20.9000	0.013
21.0000	0.025
21.1000	0.024
21.2000	0.025
21.3000	0.025
21.4000	0.033
21.5000	0.031
21.6000	0.036
21.7000	0.042
21.8000	0.045
21.9000	0.046
22.0000	0.046
22.1000	0.056
22.2000	0.051
22.3000	0.057
22.4000	0.061
22.5000	0.066
22.6000	0.068
22.7000	0.067
22.8000	0.068
22.9000	0.070
23.0000	0.069
23.1000	0.068
23.2000	0.074
23.3000	0.076
23.4000	0.080
23.5000	0.080
23.6000	0.070
23.7000	0.077
23.8000	0.080
23.9000	0.076
24.0000	0.074
24.1000	0.077
24.2000	0.075
24.3000	0.076
24.4000	0.073
24.5000	0.070
24.6000	0.068
24.7000	0.067
24.8000	0.068
24.9000	0.064
25.0000	0.063
25.1000	0.056
25.2000	0.056
25.3000	0.051
25.4000	0.059
25.5000	0.044
25.6000	0.040
25.7000	0.044
25.8000	0.040
25.9000	0.034
26.0000	0.030
26.1000	0.022
26.2000	0.026
26.3000	0.023
26.4000	0.015
26.5000	0.013
26.6000	0.013
26.7000	0.010
26.8000	0.003
26.9000	-0.006
27.0000	-0.010
27.1000	-0.009
27.2000	-0.012
27.3000	-0.016
27.4000	-0.023
27.5000	-0.022
27.6000	-0.029
27.7000	-0.029
27.8000	-0.042
27.9000	-0.039
28.0000	-0.036
28.1000	-0.050
28.2000	-0.045
28.3000	-0.049
28.4000	-0.045
28.5000	-0.058
28.6000	-0.056
28.7000	-0.060
28.8000	-0.057
28.9000	-0.063
29.0000	-0.073
29.1000	-0.062
29.2000	-0.064
29.3000	-0.072
29.4000	-0.071
29.5000	-0.066
29.6000	-0.071
29.7000	-0.075
29.8000	-0.072
29.9000	-0.067
30.0000	-0.074
30.1000	-0.075
30.2000	-0.066
30.3000	-0.065
30.4000	-0.070
30.5000	-0.074
30.6000	-0.068
30.7000	-0.061
30.8000	-0.061
30.9000	-0.064
31.0000	-0.059
31.1000	-0.060
31.2000	-0.058
31.3000	-0.059
31.4000	-0.051
31.5000	-0.053
31.6000	-0.044
31.7000	-0.044
31.8000	-0.041
31.9000	-0.041
32.0000	-0.041
32.1000	-0.040
32.2000	-0.034
32.3000	-0.032
32.4000	-0.026
32.5000	-0.022
32.6000	-0.026
32.7000	-0.017
32.8000	-0.017
32.9000	-0.021
33.0000	-0.013
33.1000	-0.006
33.2000	-0.001
33.3000	-0.002
33.4000	-0.002
33.5000	0.002
33.6000	0.008
33.7000	0.008
33.8000	0.010
33.9000	0.015
34.0000	0.019
34.1000	0.023
34.2000	0.027
34.3000	0.019
34.4000	0.026
34.5000	0.032
34.6000	0.034
34.7000	0.034
34.8000	0.038
34.9000	0.041
35.0000	0.045
35.1000	0.044
35.2000	0.038
35.3000	0.048
35.4000	0.050
35.5000	0.055
35.6000	0.054
35.7000	0.054
35.8000	0.054
35.9000	0.060
36.0000	0.056
36.1000	0.056
36.2000	0.060
36.3000	0.061
36.4000	0.063
36.5000	0.064
36.6000	0.057
36.7000	0.058
36.8000	0.058
36.9000	0.061
37.0000	0.062
37.1000	0.056
37.2000	0.060
37.3000	0.062
37.4000	0.050
37.5000	0.048
37.6000	0.051
37.7000	0.049
37.8000	0.058
37.9000	0.053
38.0000	0.046
38.1000	0.049
38.2000	0.040
38.3000	0.033
38.4000	0.029
38.5000	0.029
38.6000	0.034
38.7000	0.029
38.8000	0.024
38.9000	0.028
39.0000	0.026
39.1000	0.008
39.2000	0.007
39.3000	0.013
39.4000	0.008
39.5000	0.006
39.6000	0.006
39.7000	-0.001
39.8000	0.000
39.9000	-0.010
40.0000	-0.011
40.1000	-0.013
40.2000	-0.020
40.3000	-0.016
40.4000	-0.017
40.5000	-0.022
40.6000	-0.030
40.7000	-0.037
40.8000	-0.030
40.9000	-0.033
41.0000	-0.039
41.1000	-0.039
41.2000	-0.033
41.3000	-0.040
41.4000	-0.047
41.5000	-0.051
41.6000	-0.053
41.7000	-0.049
41.8000	-0.051
41.9000	-0.052
42.0000	-0.048
42.1000	-0.053
42.2000	-0.054
42.3000	-0.053
42.4000	-0.053
42.5000	-0.059
42.6000	-0.054
42.7000	-0.057
42.8000	-0.052
42.9000	-0.050
43.0000	-0.061
43.1000	-0.053
43.2000	-0.052
43.3000	-0.051
43.4000	-0.053
43.5000	-0.050
43.6000	-0.050
43.7000	-0.044
43.8000	-0.052
43.9000	-0.051
44.0000	-0.043
44.1000	-0.042
44.2000	-0.038
44.3000	-0.042
44.4000	-0.033
44.5000	-0.032
44.6000	-0.031
44.7000	-0.033
44.8000	-0.030
44.9000	-0.029
45.0000	-0.024
45.1000	-0.019
45.2000	-0.023
45.3000	-0.021
45.4000	-0.012
45.5000	-0.017
45.6000	-0.009
45.7000	-0.014
45.8000	-0.008
45.9000	-0.004
46.0000	-0.008
46.1000	-0.004
46.2000	0.007
46.3000	0.000
46.4000	0.004
46.5000	0.007
46.6000	0.012
46.7000	0.011
46.8000	0.012
46.9000	0.016
47.0000	0.020
47.1000	0.022
47.2000	0.022
47.3000	0.021
47.4000	0.024
47.5000	0.031
47.6000	0.030
47.7000	0.033
47.8000	0.031
47.9000	0.037
48.0000	0.033
48.1000	0.040
48.2000	0.041
48.3000	0.039
48.4000	0.037
48.5000	0.040
48.6000	0.049
48.7000	0.048
48.8000	0.043
48.9000	0.045
49.0000	0.040
49.1000	0.049
49.2000	0.049
49.3000	0.042
49.4000	0.046
49.5000	0.050
49.6000	0.047
49.7000	0.047
49.8000	0.041
49.9000	0.042
50.0000	0.043
50.1000	0.042
50.2000	0.041
50.3000	0.043
50.4000	0.038
50.5000	0.039
50.6000	0.038
50.7000	0.032
50.8000	0.029
50.9000	0.032
51.0000	0.031
51.1000	0.025
51.2000	0.025
51.3000	0.023
51.4000	0.025
51.5000	0.017
51.6000	0.018
51.7000	0.018
51.8000	0.015
51.9000	0.009
52.0000	0.010
52.1000	0.002
52.2000	0.007
52.3000	-0.002
52.4000	-0.002
52.5000	0.001
52.6000	-0.009
52.7000	-0.005
52.8000	-0.004
52.9000	-0.018
53.0000	-0.020
53.1000	-0.019
53.2000	-0.013
53.3000	-0.023
53.4000	-0.022
53.5000	-0.016
53.6000	-0.021
53.7000	-0.030
53.8000	-0.038
53.9000	-0.033
54.0000	-0.028
54.1000	-0.031
54.2000	-0.034
54.3000	-0.040
54.4000	-0.034
54.5000	-0.044
54.6000	-0.040
54.7000	-0.047
54.8000	-0.043
54.9000	-0.045
55.0000	-0.035
55.1000	-0.039
55.2000	-0.045
55.3000	-0.051
55.4000	-0.045
55.5000	-0.037
55.6000	-0.047
55.7000	-0.042
55.8000	-0.043
55.9000	-0.039
56.0000	-0.041
56.1000	-0.044
56.2000	-0.049
56.3000	-0.039
56.4000	-0.035
56.5000	-0.034
56.6000	-0.033
56.7000	-0.034
56.8000	-0.025
56.9000	-0.031
57.0000	-0.033
57.1000	-0.038
57.2000	-0.032
57.3000	-0.022
57.4000	-0.018
57.5000	-0.023
57.6000	-0.024
57.7000	-0.011
57.8000	-0.012
57.9000	-0.015
58.0000	-0.017
58.1000	-0.013
58.2000	-0.004
58.3000	-0.007
58.4000	-0.011
58.5000	-0.005
58.6000	-0.006
58.7000	0.002
58.8000	0.004
58.9000	0.011
59.0000	0.006
59.1000	0.004
59.2000	0.011
59.3000	0.014
59.4000	0.001
59.5000	0.004
59.6000	0.018
59.7000	0.026
59.8000	0.025
59.9000	0.016
60.0000	0.025
60.1000	0.030
60.2000	0.021
60.3000	0.019
60.4000	0.021
60.5000	0.026
60.6000	0.035
60.7000	0.040
60.8000	0.027
60.9000	0.033
61.0000	0.032
61.1000	0.037
61.2000	0.035
61.3000	0.028
61.4000	0.036
61.5000	0.040
61.6000	0.035
61.7000	0.036
61.8000	0.031
61.9000	0.035
62.0000	0.038
62.1000	0.034
62.2000	0.035
62.3000	0.033
62.4000	0.035
62.5000	0.037
62.6000	0.036
62.7000	0.028
62.8000	0.033
62.9000	0.030
63.0000	0.035
63.1000	0.032
63.2000	0.026
63.3000	0.024
63.4000	0.029
63.5000	0.023
63.6000	0.022
63.7000	0.020
63.8000	0.021
63.9000	0.019
64.0000	0.017
64.1000	0.014
64.2000	0.014
64.3000	0.015
64.4000	0.012
64.5000	0.011
64.6000	0.001
64.7000	0.003
64.8000	0.009
64.9000	0.006
65.0000	-0.001
65.1000	-0.003
65.2000	-0.006
65.3000	0.001
65.4000	-0.008
65.5000	-0.012
65.6000	-0.012
65.7000	-0.016
65.8000	-0.010
65.9000	-0.012
66.0000	-0.026
66.1000	-0.016
66.2000	-0.017
66.3000	-0.017
66.4000	-0.026
66.5000	-0.028
66.6000	-0.021
66.7000	-0.020
66.8000	-0.029
66.9000	-0.033
67.0000	-0.025
67.1000	-0.031
67.2000	-0.026
67.3000	-0.036
67.4000	-0.036
67.5000	-0.032
67.6000	-0.034
67.7000	-0.031
67.8000	-0.040
67.9000	-0.033
68.0000	-0.033
68.1000	-0.031
68.2000	-0.035
68.3000	-0.034
68.4000	-0.036
68.5000	-0.030
68.6000	-0.027
68.7000	-0.032
68.8000	-0.039
68.9000	-0.026
69.0000	-0.022
69.1000	-0.027
69.2000	-0.033
69.3000	-0.034
69.4000	-0.024
69.5000	-0.022
69.6000	-0.022
69.7000	-0.024
69.8000	-0.021
69.9000	-0.018
70.0000	-0.016
70.1000	-0.018
70.2000	-0.021
70.3000	-0.020
70.4000	-0.009
70.5000	-0.005
70.6000	-0.015
70.7000	-0.012
70.8000	-0.009
70.9000	0.000
71.0000	-0.005
71.1000	-0.005
71.2000	0.000
71.3000	0.016
71.4000	0.002
71.5000	-0.001
71.6000	0.006
71.7000	0.008
71.8000	0.010
71.9000	0.008
72.0000	0.014
72.1000	0.016
72.2000	0.019
72.3000	0.013
72.4000	0.018
72.5000	0.015
72.6000	0.012
72.7000	0.021
72.8000	0.025
72.9000	0.025
73.0000	0.022
73.1000	0.025
73.2000	0.023
73.3000	0.027
73.4000	0.025
73.5000	0.022
73.6000	0.030
73.7000	0.032
73.8000	0.032
73.9000	0.026
74.0000	0.027
74.1000	0.029
74.2000	0.031
74.3000	0.026
74.4000	0.033
74.5000	0.030
74.6000	0.031
74.7000	0.028
74.8000	0.026
74.9000	0.024
75.0000	0.025
75.1000	0.027
75.2000	0.033
75.3000	0.025
75.4000	0.021
75.5000	0.026
75.6000	0.023
75.7000	0.017
75.8000	0.020
75.9000	0.018
76.0000	0.023
76.1000	0.021
76.2000	0.010
76.3000	0.018
76.4000	0.011
76.5000	0.008
76.6000	0.006
76.7000	0.012
76.8000	0.010
76.9000	0.012
77.0000	0.006
77.1000	0.000
77.2000	0.001
77.3000	-0.002
77.4000	-0.007
77.5000	0.001
77.6000	-0.002
77.7000	-0.004
77.8000	-0.005
77.9000	-0.009
78.0000	-0.013
78.1000	-0.013
78.2000	-0.016
78.3000	-0.013
78.4000	-0.010
78.5000	-0.022
78.6000	-0.017
78.7000	-0.024
78.8000	-0.015
78.9000	-0.028
79.0000	-0.025
79.1000	-0.023
79.2000	-0.017
79.3000	-0.026
79.4000	-0.033
79.5000	-0.023
79.6000	-0.027
79.7000	-0.025
79.8000	-0.031
79.9000	-0.029
80.0000	-0.027
80.1000	-0.029
80.2000	-0.031
80.3000	-0.027
80.4000	-0.032
80.5000	-0.032
80.6000	-0.027
80.7000	-0.029
80.8000	-0.019
80.9000	-0.029
81.0000	-0.028
81.1000	-0.022
81.2000	-0.024
81.3000	-0.029
81.4000	-0.024
81.5000	-0.025
81.6000	-0.023
81.7000	-0.018
81.8000	-0.020
81.9000	-0.023
82.0000	-0.022
82.1000	-0.022
82.2000	-0.016
82.3000	-0.015
82.4000	-0.017
82.5000	-0.008
82.6000	-0.008
82.7000	-0.011
82.8000	-0.011
82.9000	-0.010
83.0000	-0.012
83.1000	-0.004
83.2000	-0.002
83.3000	-0.005
83.4000	0.002
83.5000	0.003
83.6000	0.003
83.7000	0.002
83.8000	-0.003
83.9000	0.003
84.0000	0.005
84.1000	0.008
84.2000	0.011
84.3000	0.014
84.4000	0.012
84.5000	0.018
84.6000	0.010
84.7000	0.013
84.8000	0.008
84.9000	0.013
85.0000	0.021
85.1000	0.019
85.2000	0.017
85.3000	0.021
85.4000	0.029
85.5000	0.022
85.6000	0.016
85.7000	0.017
85.8000	0.027
85.9000	0.027
86.0000	0.025
86.1000	0.024
86.2000	0.027
86.3000	0.026
86.4000	0.025
86.5000	0.029
86.6000	0.026
86.7000	0.029
86.8000	0.027
86.9000	0.017
87.0000	0.025
87.1000	0.030
87.2000	0.025
87.3000	0.022
87.4000	0.021
87.5000	0.034
87.6000	0.023
87.7000	0.022
87.8000	0.018
87.9000	0.023
88.0000	0.016
88.1000	0.018
88.2000	0.019
88.3000	0.024
88.4000	0.017
88.5000	0.010
88.6000	0.014
88.7000	0.008
88.8000	0.004
88.9000	0.008
89.0000	0.011
89.1000	0.013
89.2000	0.013
89.3000	0.000
89.4000	0.000
89.5000	-0.001
89.6000	-0.008
89.7000	-0.003
89.8000	-0.001
89.9000	-0.002
90.0000	-0.010
90.1000	-0.007
90.2000	-0.010
90.3000	-0.012
90.4000	-0.018
90.5000	-0.011
90.6000	-0.014
90.7000	-0.018
90.8000	-0.016
90.9000	-0.016
91.0000	-0.024
91.1000	-0.022
91.2000	-0.022
91.3000	-0.019
91.4000	-0.021
91.5000	-0.024
91.6000	-0.018
91.7000	-0.024
91.8000	-0.034
91.9000	-0.030
92.0000	-0.029
92.1000	-0.033
92.2000	-0.024
92.3000	-0.021
92.4000	-0.026
92.5000	-0.030
92.6000	-0.032
92.7000	-0.028
92.8000	-0.029
92.9000	-0.032
93.0000	-0.022
93.1000	-0.021
93.2000	-0.025
93.3000	-0.026
93.4000	-0.026
93.5000	-0.031
93.6000	-0.024
93.7000	-0.019
93.8000	-0.023
93.9000	-0.018
94.0000	-0.018
94.1000	-0.025
94.2000	-0.015
94.3000	-0.021
94.4000	-0.022
94.5000	-0.010
94.6000	-0.015
94.7000	-0.010
94.8000	-0.010
94.9000	-0.011
95.0000	-0.010
95.1000	-0.012
95.2000	-0.008
95.3000	-0.007
95.4000	-0.005
95.5000	0.001
95.6000	0.000
95.7000	-0.002
95.8000	-0.003
95.9000	0.007
96.0000	0.003
96.1000	0.005
96.2000	0.010
96.3000	0.011
96.4000	0.010
96.5000	0.006
96.6000	0.006
96.7000	0.017
96.8000	0.008
96.9000	0.013
97.0000	0.023
97.1000	0.022
97.2000	0.016
97.3000	0.015
97.4000	0.015
97.5000	0.020
97.6000	0.016
97.7000	0.017
97.8000	0.028
97.9000	0.026
98.0000	0.021
98.1000	0.024
98.2000	0.027
98.3000	0.024
98.4000	0.023
98.5000	0.022
98.6000	0.025
98.7000	0.026
98.8000	0.023
98.9000	0.024
99.0000	0.030
99.1000	0.025
99.2000	0.024
99.3000	0.024
99.4000	0.024
99.5000	0.022
99.6000	0.015
99.7000	0.019
99.8000	0.021
99.9000	0.019
100.0000	0.022
100.1000	0.021
100.2000	0.016
100.3000	0.016
100.4000	0.013
100.5000	0.009
100.6000	0.020
100.7000	0.012
100.8000	0.010
100.9000	0.010
101.0000	0.008
101.1000	0.014
101.2000	0.004
101.3000	-0.002
101.4000	0.006
101.5000	0.004
101.6000	0.000
101.7000	0.000
101.8000	0.000
101.9000	-0.006
102.0000	-0.003
102.1000	-0.002
102.2000	-0.006
102.3000	-0.008
102.4000	-0.016
102.5000	-0.006
102.6000	-0.010
102.7000	-0.017
102.8000	-0.010
102.9000	-0.009
103.0000	-0.018
103.1000	-0.016
103.2000	-0.017
103.3000	-0.019
103.4000	-0.024
103.5000	-0.019
103.6000	-0.022
103.7000	-0.021
103.8000	-0.022
103.9000	-0.020
104.0000	-0.022
104.1000	-0.023
104.2000	-0.019
104.3000	-0.026
104.4000	-0.025
104.5000	-0.020
104.6000	-0.025
104.7000	-0.030
104.8000	-0.025
104.9000	-0.026
105.0000	-0.028
105.1000	-0.028
105.2000	-0.021
105.3000	-0.017
105.4000	-0.021
105.5000	-0.029
105.6000	-0.020
105.7000	-0.016
105.8000	-0.025
105.9000	-0.018
106.0000	-0.019
106.1000	-0.019
106.2000	-0.018
106.3000	-0.017
106.4000	-0.013
106.5000	-0.015
106.6000	-0.020
106.7000	-0.013
106.8000	-0.006
106.9000	-0.008
107.0000	-0.008
107.1000	-0.008
107.2000	-0.007
107.3000	-0.007
107.4000	-0.010
107.5000	-0.007
107.6000	-0.004
107.7000	0.003
107.8000	0.004
107.9000	0.000
108.0000	-0.002
108.1000	0.000
108.2000	0.001
108.3000	0.001
108.4000	0.008
108.5000	0.010
108.6000	0.011
108.7000	0.021
108.8000	0.013
108.9000	0.009
109.0000	0.007
109.1000	0.011
109.2000	0.019
109.3000	0.018
109.4000	0.019
109.5000	0.019
109.6000	0.018
109.7000	0.020
109.8000	0.023
109.9000	0.023
110.0000	0.015
110.1000	0.031
110.2000	0.026
110.3000	0.023
110.4000	0.016
110.5000	0.024
110.6000	0.034
110.7000	0.029
110.8000	0.016
110.9000	0.022
111.0000	0.034
111.1000	0.019
111.2000	0.016
111.3000	0.017
111.4000	0.030
111.5000	0.031
111.6000	0.018
111.7000	0.025
111.8000	0.019
111.9000	0.016
112.0000	0.019
112.1000	0.016
112.2000	0.015
112.3000	0.015
112.4000	0.016
112.5000	0.015
112.6000	0.016
112.7000	-0.001
112.8000	0.006
112.9000	0.015
113.0000	0.004
113.1000	0.012
113.2000	0.002
113.3000	0.017
113.4000	0.005
113.5000	-0.002
113.6000	-0.007
113.7000	-0.004
113.8000	0.005
113.9000	0.001
114.0000	-0.007
114.1000	-0.012
114.2000	0.002
114.3000	-0.004
114.4000	-0.014
114.5000	-0.010
114.6000	-0.018
114.7000	-0.018
114.8000	-0.015
114.9000	-0.010
115.0000	-0.006
115.1000	-0.023
115.2000	-0.029
