Voltage, ChA, Run #3
Time ( s )	Voltage ( V )
51.2000	0.006
51.3000	0.011
51.4000	0.014
51.5000	0.012
51.6000	0.008
51.7000	0.020
51.8000	0.016
51.9000	0.020
52.0000	0.010
52.1000	0.020
52.2000	0.012
52.3000	0.018
52.4000	0.012
52.5000	0.022
52.6000	0.017
52.7000	0.015
52.8000	0.016
52.9000	0.018
53.0000	0.018
53.1000	0.019
53.2000	0.019
53.3000	0.016
53.4000	0.018
53.5000	0.015
53.6000	0.019
53.7000	0.008
53.8000	0.012
53.9000	0.021
54.0000	0.018
54.1000	0.014
54.2000	0.012
54.3000	0.012
54.4000	0.014
54.5000	0.007
54.6000	0.008
54.7000	0.011
54.8000	0.016
54.9000	0.008
55.0000	0.010
55.1000	0.005
55.2000	0.001
55.3000	0.009
55.4000	0.003
55.5000	0.004
55.6000	0.007
55.7000	0.002
55.8000	0.004
55.9000	0.000
56.0000	-0.005
56.1000	-0.002
56.2000	-0.004
56.3000	-0.005
56.4000	0.003
56.5000	0.000
56.6000	-0.007
56.7000	-0.004
56.8000	-0.013
56.9000	-0.010
57.0000	-0.010
57.1000	-0.009
57.2000	-0.004
57.3000	-0.010
57.4000	-0.015
57.5000	-0.012
57.6000	-0.017
57.7000	-0.015
57.8000	-0.010
57.9000	-0.014
58.0000	-0.010
58.1000	-0.010
58.2000	-0.020
58.3000	-0.021
58.4000	-0.021
58.5000	-0.018
58.6000	-0.012
58.7000	-0.018
58.8000	-0.017
58.9000	-0.014
59.0000	-0.020
59.1000	-0.021
59.2000	-0.021
59.3000	-0.020
59.4000	-0.014
59.5000	-0.017
59.6000	-0.015
59.7000	-0.015
59.8000	-0.019
59.9000	-0.020
60.0000	-0.016
60.1000	-0.016
60.2000	-0.017
60.3000	-0.008
60.4000	-0.012
60.5000	-0.012
60.6000	-0.010
60.7000	-0.019
60.8000	-0.014
60.9000	-0.013
61.0000	-0.009
61.1000	-0.010
61.2000	-0.005
61.3000	-0.006
61.4000	-0.002
61.5000	-0.009
61.6000	-0.010
61.7000	0.001
61.8000	-0.003
61.9000	0.000
62.0000	-0.003
62.1000	-0.001
62.2000	-0.001
62.3000	-0.003
62.4000	-0.005
62.5000	0.005
62.6000	0.004
62.7000	0.008
62.8000	0.011
62.9000	0.005
63.0000	0.002
63.1000	0.007
63.2000	0.006
63.3000	0.007
63.4000	0.010
63.5000	0.012
63.6000	0.018
63.7000	0.010
63.8000	0.006
63.9000	0.009
64.0000	0.012
64.1000	0.009
64.2000	0.014
64.3000	0.016
64.4000	0.018
64.5000	0.017
64.6000	0.009
64.7000	0.018
64.8000	0.012
64.9000	0.014
65.0000	0.016
65.1000	0.016
65.2000	0.013
65.3000	0.019
65.4000	0.011
65.5000	0.013
65.6000	0.013
65.7000	0.014
65.8000	0.018
65.9000	0.014
66.0000	0.009
66.1000	0.019
66.2000	0.014
66.3000	0.009
66.4000	0.011
66.5000	0.010
66.6000	0.010
66.7000	0.014
66.8000	0.008
66.9000	0.006
67.0000	0.009
67.1000	0.005
67.2000	0.008
67.3000	0.008
67.4000	0.003
67.5000	0.007
67.6000	0.004
67.7000	0.002
67.8000	0.001
67.9000	0.001
68.0000	-0.006
68.1000	0.001
68.2000	0.000
68.3000	0.002
68.4000	-0.004
68.5000	-0.005
68.6000	-0.005
68.7000	-0.005
68.8000	-0.010
68.9000	-0.009
69.0000	-0.003
69.1000	-0.008
69.2000	-0.009
69.3000	-0.010
69.4000	-0.008
69.5000	-0.014
69.6000	-0.012
69.7000	-0.012
69.8000	-0.014
69.9000	-0.010
70.0000	-0.012
70.1000	-0.013
70.2000	-0.020
70.3000	-0.011
70.4000	-0.015
70.5000	-0.015
70.6000	-0.018
70.7000	-0.015
70.8000	-0.013
70.9000	-0.011
71.0000	-0.019
71.1000	-0.016
71.2000	-0.012
71.3000	-0.019
71.4000	-0.019
71.5000	-0.013
71.6000	-0.022
71.7000	-0.009
71.8000	-0.016
71.9000	-0.014
72.0000	-0.011
72.1000	-0.015
72.2000	-0.015
72.3000	-0.014
72.4000	-0.015
72.5000	-0.009
72.6000	-0.013
72.7000	-0.015
72.8000	-0.009
72.9000	-0.006
73.0000	-0.015
73.1000	-0.010
73.2000	-0.008
73.3000	-0.003
73.4000	-0.005
73.5000	-0.009
73.6000	-0.004
73.7000	-0.002
73.8000	-0.006
73.9000	-0.006
74.0000	-0.001
74.1000	0.002
74.2000	0.002
74.3000	-0.001
74.4000	-0.006
74.5000	0.006
74.6000	0.001
74.7000	0.007
74.8000	0.003
74.9000	0.011
75.0000	0.014
75.1000	0.010
75.2000	-0.002
75.3000	0.006
75.4000	0.001
75.5000	0.003
75.6000	0.008
75.7000	0.009
75.8000	0.013
75.9000	0.007
76.0000	0.004
76.1000	0.007
76.2000	0.005
76.3000	0.006
76.4000	0.011
76.5000	0.013
76.6000	0.017
76.7000	0.015
76.8000	0.015
76.9000	0.012
77.0000	0.011
77.1000	0.005
77.2000	0.014
77.3000	0.013
77.4000	0.016
77.5000	0.019
77.6000	0.015
77.7000	0.008
77.8000	0.011
77.9000	0.010
78.0000	0.013
78.1000	0.013
78.2000	0.011
78.3000	0.020
78.4000	0.013
78.5000	0.003
78.6000	0.007
78.7000	0.013
78.8000	0.005
78.9000	0.010
79.0000	0.007
79.1000	0.008
79.2000	0.010
79.3000	-0.003
79.4000	0.002
79.5000	0.007
79.6000	0.009
79.7000	0.005
79.8000	0.002
79.9000	0.001
80.0000	0.006
80.1000	-0.008
80.2000	-0.005
80.3000	0.000
80.4000	0.004
80.5000	0.000
80.6000	-0.002
80.7000	-0.004
80.8000	-0.005
80.9000	-0.011
81.0000	-0.010
81.1000	-0.006
81.2000	-0.004
81.3000	-0.004
81.4000	-0.001
81.5000	-0.009
81.6000	-0.009
81.7000	-0.012
81.8000	-0.017
81.9000	-0.014
82.0000	-0.007
82.1000	-0.007
82.2000	-0.007
82.3000	-0.014
82.4000	-0.011
82.5000	-0.016
82.6000	-0.018
82.7000	-0.020
82.8000	-0.013
82.9000	-0.009
83.0000	-0.013
83.1000	-0.008
83.2000	-0.019
83.3000	-0.013
83.4000	-0.021
83.5000	-0.012
83.6000	-0.011
83.7000	-0.013
83.8000	-0.013
83.9000	-0.007
84.0000	-0.010
84.1000	-0.018
84.2000	-0.015
84.3000	-0.015
84.4000	-0.008
84.5000	-0.016
84.6000	-0.009
84.7000	-0.009
84.8000	-0.009
84.9000	-0.015
85.0000	-0.008
85.1000	-0.008
85.2000	-0.009
85.3000	-0.005
85.4000	-0.008
85.5000	-0.004
85.6000	-0.010
85.7000	-0.005
85.8000	-0.008
85.9000	0.002
86.0000	-0.004
86.1000	0.003
86.2000	-0.005
86.3000	-0.006
86.4000	0.002
86.5000	-0.001
86.6000	-0.007
86.7000	0.003
86.8000	0.005
86.9000	0.004
87.0000	0.000
87.1000	0.001
87.2000	0.011
87.3000	0.001
87.4000	-0.005
87.5000	0.004
87.6000	0.011
87.7000	0.008
87.8000	0.007
87.9000	0.004
88.0000	0.009
88.1000	0.010
88.2000	0.005
88.3000	0.009
88.4000	0.008
88.5000	0.009
88.6000	0.015
88.7000	0.008
88.8000	0.007
88.9000	0.011
89.0000	0.012
89.1000	0.011
89.2000	0.011
89.3000	0.004
89.4000	0.008
89.5000	0.022
89.6000	0.009
89.7000	0.010
89.8000	0.007
89.9000	0.012
90.0000	0.009
90.1000	0.010
90.2000	0.003
90.3000	0.017
90.4000	0.012
90.5000	0.007
90.6000	0.004
90.7000	0.012
90.8000	0.010
90.9000	0.001
91.0000	0.004
91.1000	0.009
91.2000	0.012
91.3000	0.003
91.4000	0.005
91.5000	0.008
91.6000	0.004
91.7000	0.001
91.8000	0.004
91.9000	0.000
92.0000	0.009
92.1000	0.001
92.2000	-0.003
92.3000	0.002
92.4000	-0.008
92.5000	0.001
92.6000	-0.003
92.7000	-0.003
92.8000	-0.002
92.9000	0.000
93.0000	-0.003
93.1000	-0.008
93.2000	-0.008
93.3000	-0.009
93.4000	-0.006
93.5000	-0.004
93.6000	-0.005
93.7000	-0.003
93.8000	-0.010
93.9000	-0.012
94.0000	-0.010
94.1000	-0.014
94.2000	-0.011
94.3000	-0.010
94.4000	-0.008
94.5000	-0.008
94.6000	-0.009
94.7000	-0.014
94.8000	-0.016
94.9000	-0.019
95.0000	-0.011
95.1000	-0.007
95.2000	-0.012
95.3000	-0.006
95.4000	-0.008
95.5000	-0.015
95.6000	-0.018
95.7000	-0.012
95.8000	-0.012
95.9000	-0.007
96.0000	-0.011
96.1000	-0.010
96.2000	-0.008
96.3000	-0.015
96.4000	-0.013
96.5000	-0.008
96.6000	-0.011
96.7000	-0.008
96.8000	-0.004
96.9000	-0.008
97.0000	-0.009
97.1000	-0.007
97.2000	-0.011
97.3000	-0.006
97.4000	-0.007
97.5000	-0.006
97.6000	0.000
97.7000	0.000
97.8000	-0.005
97.9000	-0.001
98.0000	-0.006
98.1000	-0.002
98.2000	-0.007
98.3000	0.002
98.4000	0.004
98.5000	0.004
98.6000	0.000
98.7000	0.000
98.8000	0.003
98.9000	-0.003
99.0000	0.008
99.1000	0.008
99.2000	0.006
99.3000	0.007
99.4000	0.003
99.5000	0.000
99.6000	0.006
99.7000	-0.002
99.8000	0.008
99.9000	0.013
100.0000	0.010
100.1000	0.009
100.2000	0.009
100.3000	0.008
100.4000	0.007
100.5000	0.007
100.6000	0.006
100.7000	0.016
100.8000	0.013
100.9000	0.011
101.0000	0.006
101.1000	0.005
101.2000	0.008
101.3000	0.008
101.4000	0.006
101.5000	0.018
101.6000	0.013
101.7000	0.010
101.8000	0.011
101.9000	0.008
102.0000	0.007
102.1000	0.003
102.2000	0.009
102.3000	0.012
102.4000	0.017
102.5000	0.001
102.6000	0.012
102.7000	0.010
102.8000	0.005
102.9000	0.004
103.0000	0.003
103.1000	0.005
103.2000	0.011
103.3000	0.005
103.4000	0.000
103.5000	0.004
103.6000	0.001
103.7000	0.005
103.8000	0.001
103.9000	-0.002
104.0000	0.004
104.1000	0.006
104.2000	-0.002
104.3000	-0.002
104.4000	-0.003
104.5000	-0.003
104.6000	0.002
104.7000	0.001
104.8000	-0.006
104.9000	-0.007
105.0000	-0.004
105.1000	-0.002
105.2000	-0.007
105.3000	-0.009
105.4000	-0.002
105.5000	-0.005
105.6000	-0.010
105.7000	-0.008
105.8000	-0.010
105.9000	-0.008
106.0000	-0.012
106.1000	-0.010
106.2000	-0.005
106.3000	-0.011
106.4000	-0.008
106.5000	-0.008
106.6000	-0.007
106.7000	-0.011
106.8000	-0.009
106.9000	-0.018
107.0000	-0.011
107.1000	-0.016
107.2000	-0.012
107.3000	-0.007
107.4000	-0.014
107.5000	-0.010
107.6000	-0.012
107.7000	-0.012
107.8000	-0.015
107.9000	-0.003
108.0000	-0.009
108.1000	-0.007
108.2000	-0.015
108.3000	-0.016
108.4000	-0.007
108.5000	-0.008
108.6000	-0.005
108.7000	-0.006
108.8000	-0.006
108.9000	-0.004
109.0000	-0.010
109.1000	-0.013
109.2000	-0.005
109.3000	-0.003
109.4000	-0.004
109.5000	-0.010
109.6000	-0.010
109.7000	-0.002
109.8000	0.001
109.9000	-0.002
110.0000	-0.005
110.1000	0.003
110.2000	0.001
110.3000	0.003
110.4000	-0.010
110.5000	0.001
110.6000	0.000
110.7000	0.005
110.8000	-0.004
110.9000	-0.002
111.0000	0.002
111.1000	0.005
111.2000	0.007
111.3000	-0.003
111.4000	0.004
111.5000	0.012
111.6000	0.008
111.7000	0.003
111.8000	0.001
111.9000	0.003
112.0000	0.013
112.1000	0.015
112.2000	-0.006
112.3000	0.002
112.4000	0.013
112.5000	0.012
112.6000	-0.006
112.7000	0.002
112.8000	0.017
112.9000	0.018
113.0000	0.014
113.1000	0.007
113.2000	0.003
113.3000	0.013
113.4000	0.016
113.5000	-0.001
113.6000	0.004
113.7000	0.016
113.8000	0.009
113.9000	0.014
114.0000	-0.001
114.1000	0.000
114.2000	0.008
114.3000	0.013
114.4000	0.006
114.5000	0.001
114.6000	0.003
114.7000	0.013
114.8000	0.012
114.9000	-0.003
115.0000	-0.007
115.1000	0.008
115.2000	0.014
115.3000	0.011
115.4000	-0.006
115.5000	0.001
115.6000	0.005
115.7000	0.002
115.8000	-0.005
115.9000	-0.006
116.0000	-0.003
116.1000	0.010
116.2000	0.013
116.3000	-0.007
116.4000	-0.016
116.5000	-0.002
116.6000	0.007
116.7000	-0.002
116.8000	-0.015
116.9000	-0.015
117.0000	0.011
117.1000	0.008
117.2000	-0.006
117.3000	-0.016
117.4000	-0.013
117.5000	0.001
117.6000	0.011
117.7000	-0.017
117.8000	-0.023
117.9000	0.002
118.0000	0.005
118.1000	-0.013
118.2000	-0.030
118.3000	-0.009
118.4000	0.002
118.5000	0.013
118.6000	-0.010
118.7000	-0.026
118.8000	-0.018
118.9000	0.001
119.0000	-0.005
119.1000	-0.021
119.2000	-0.016
119.3000	-0.012
119.4000	0.012
119.5000	0.005
119.6000	-0.026
119.7000	-0.027
119.8000	-0.003
119.9000	-0.001
120.0000	0.005
120.1000	-0.020
120.2000	-0.014
120.3000	0.001
120.4000	0.013
120.5000	-0.014
120.6000	-0.030
120.7000	-0.020
120.8000	0.006
120.9000	0.011
121.0000	-0.007
121.1000	-0.018
121.2000	0.001
121.3000	0.011
121.4000	-0.003
